ResponseId,positive,neutral,negative,unknown,total
R_p48hpQ0Ov0FuZFL,7,3,0,0,10
R_1jk5iLgNRDjuSap,5,5,0,0,10
R_1hKHlsRS3gSSQSg,0,5,4,0,9
R_3qI5VES1OGv6k08,8,0,0,0,8
R_1jm7SNhGGeqdfh2,7,3,0,0,10
R_2zUsr5xVWsHAY41,4,6,0,0,10
R_3lRZjez7dm6mJZ9,5,4,1,0,10
R_3qst5ylccwdJ865,5,5,0,0,10
R_2afOlwzXpwInj26,4,2,0,0,6
R_AmtwnNLei8ImjU5,2,6,1,0,9
R_TqnHkhGdmaDS7IJ,6,2,0,0,8
R_10VG7mghCuBezNs,0,1,7,0,8
R_2PnDL10ZFdjvG69,5,7,0,0,12
R_3EhGAhcYn3ZlpEY,5,4,0,0,9
R_3RsJJipZI3bQ0HK,6,4,0,0,10
R_1fjF37QKYdwtOdv,8,3,0,0,11
R_Rslr8Z7KPrhlqdr,8,1,1,0,10
R_qEGNhgZ75Mjc4IF,8,1,0,0,9
R_3CDwWA8dadOIOGD,2,3,2,0,7
R_1mQKFJGYUkK23nb,2,4,1,0,7
R_2y3B3YFONyrAzOI,7,2,0,0,9
R_AMqkavzxllqXh5f,4,5,0,0,9
R_1LAkAo8D14oPWNA,7,1,1,0,9
R_2712fNWnaAyMQ9B,7,1,1,0,9
R_1FlJZPmNhVlEm2a,9,1,0,0,10
R_3xY6r8tzq9ns4Jb,6,3,0,0,9
R_yW897yn99iVozDz,2,2,1,0,5
R_28O19vKszinUo2L,8,1,0,0,9
R_2BrGPLCzROutsjA,6,4,0,0,10
R_3KuSVeyhnlityqb,8,1,0,0,9
R_2ydb1ZSyGF5tQkC,3,5,2,0,10
R_6XWpPfhrqcN2irv,4,2,1,0,7
R_r6FuqYqsfHW0yNb,7,1,1,0,9
R_2Cj4BZmNmOoFzDA,8,0,0,0,8
R_3noUC09gcyD1VS2,8,2,0,0,10
R_276XQ4p5ZzGDLfS,5,0,3,0,8
R_2CKadrJmZshWFDc,1,7,0,0,8
R_1DTKPhUFU5eOPqc,6,3,0,0,9
R_VOxV8cwuWrTc7h7,5,3,0,0,8
R_1r82J5xu0Zp2UmL,5,6,0,0,11
R_3neJs2rHbWF31CE,7,1,1,0,9
R_DSMAEs3dFaQsmWJ,6,1,1,0,8
R_2VwKuWDgp8i0ogv,3,5,1,0,9
R_2ClE2NATM7XFryE,5,3,0,0,8
R_2aWzmg46vZ9XoeY,6,1,0,0,7
R_2f1bTzxLVYFNAIu,3,2,5,0,10
R_VQYYRlwIaGnkNrj,5,5,0,0,10
R_3kAozTWi0QynwRT,6,4,0,0,10
R_1hHj6es98EPAMdM,7,0,2,0,9
R_2SDg7oxnlIKyivM,1,5,2,0,8
R_3EhAxcKiilgnWug,9,0,0,0,9
R_3s6xSTeoRy4Q0cu,9,0,0,0,9
R_rcYyNELN78Xc1IR,1,4,0,0,5
R_2zhZcYAGCvrd8K7,7,3,0,0,10
R_SW8VnnGbFARsOsN,2,6,1,0,9
R_1IilStqO4QN4VdR,4,2,0,0,6
R_1ojpEO6rWVlmd0b,0,7,0,0,7
R_1gNhnd7rIxXQoJq,7,4,0,0,11
R_1g0FHaVmoY9kMxK,3,7,0,0,10
R_29gn7tskiOFDgbJ,4,3,2,0,9
R_2TEJtNacqD9Owk9,3,6,1,0,10
R_2wT4k4w1mTPhHoF,7,2,0,0,9
R_3efDiSR9vaEj5iB,8,2,0,0,10
R_1GP44cH6jMbwZ4h,7,2,0,0,9
R_1rvsFjJ9Q6M6lRm,5,4,0,0,9
R_2WYmEW5VYJVk0rQ,5,5,0,0,10
R_2aVSg9VdDx0nFby,5,4,0,0,9
R_2dQFZJCP5Wt85I4,6,1,2,0,9
R_1IcSMnBN9LFGmBM,3,5,2,0,10
R_RgJUQOKCvXD8XAZ,3,3,2,0,8
R_2yau6LwnQGhsjLd,2,0,5,0,7
R_24C1dSTYzIH5F8O,8,5,0,0,13
R_2wiv6v14GpOON4b,4,3,0,0,7
R_3OyDQOQQFh1gRsB,5,4,1,0,10
R_2qDIMhVztxtgzhS,4,5,0,0,9
R_8vwVCLNVkombevL,9,1,0,0,10
R_305AgLtNkSjU10V,6,3,1,0,10
R_r09jRDug8UQYjbr,5,3,0,0,8
R_29h8e8Th2Qr2rYv,8,1,0,0,9
R_2OI57xNOgcecC5H,4,6,0,0,10
R_3hG6lcPqkGcxSj7,5,5,0,0,10
R_1pLqa9NHDgOq6VE,8,1,0,0,9
R_2VO6uR4YQhcT5Lv,6,2,0,0,8
R_8HT2Xxy8KzezAgp,8,1,0,0,9
R_cZUrZyTRzPDsHXb,7,3,0,0,10
R_Qcd1scHH08JHPvH,5,4,0,0,9
R_29tPXi9iwXzODSO,3,3,0,0,6
R_1IhiHmYmavrpQyz,8,2,0,0,10
R_eKasamN7LUjtX45,6,3,0,0,9
R_2Pk7iIVtwrVztt8,6,1,0,0,7
R_2PiEU8Uej2IZBjV,7,1,0,0,8
R_1n2bhAeZ8Yii5ON,2,4,3,0,9
R_3QKK5GLgUHdaM7B,5,5,0,0,10
R_33xznZrrwo3r0iE,6,3,2,0,11
R_3fPrlDckrNxZTUV,7,2,0,0,9
R_22WDWYhwSSKQL4s,3,3,0,0,6
R_2rjyrJKFl3dMv2n,5,4,1,0,10
R_2uqfTUER6JCBKrf,3,3,3,0,9
R_2zeaPI9vMufelBJ,7,1,0,0,8
R_1qWyNOt2QIEhc5z,8,1,0,0,9
R_1cUo7UBzCP4Nrnn,10,2,0,0,12
R_1j7jMLYi6fqILey,10,0,0,0,10
R_NWNcyicNNgfGLKN,5,4,1,0,10
R_3JIcIsyqUGLe083,8,0,0,0,8
R_1KvuwcRPPNMQKga,10,0,0,0,10
R_323ZPPNAkPXWP9k,10,2,0,0,12
R_DuUDEWtBkZ75gRP,5,4,0,0,9
R_1mOtLU9i8WDP763,6,4,0,0,10
R_3kiWM9SjSV1rIUS,5,3,1,0,9
R_3qpNPpLcwJW2IXn,2,5,3,0,10
R_2TS4P6fgU8D81N8,8,2,0,0,10
R_3EnkvQhlLtc8dt2,10,0,0,0,10
R_1FCVvcxJGa0iFKq,6,5,0,0,11
R_233JkzzyAUZywZZ,7,3,0,0,10
R_CgcNZndfZa7XHUt,7,6,1,0,14
R_ezzYJ5ZCknwEgCt,7,1,0,0,8
R_rlGT9cu2PtCW1A5,5,3,3,0,11
R_3niL0AjtyYViQek,3,4,0,0,7
R_3CPihlKx1VbrXg8,3,3,2,0,8
R_306tm0XU8MJ2F3l,2,2,1,0,5
R_vDj9atT6HPhHqJb,1,2,7,0,10
R_Y9VD22yguRjFlKN,5,1,0,0,6
R_2QzzWRDqM17mIsz,8,0,0,0,8
R_2AKBnNCOkKKrvHd,8,4,0,0,12
R_sdiw0WNSeHj5HHP,9,1,0,0,10
R_3JaXwU58eADf1Cs,1,1,4,0,6
R_1qfxS92nttF6QQW,4,3,0,0,7
R_1CvxnVotwwwanqO,3,5,0,0,8
R_3255VdzTCBNI28a,5,5,0,0,10
R_UR85WcYvBDhHfnb,5,4,0,0,9
R_CfPevW5Ctf5BpLz,2,6,1,0,9
R_3I5bakqyPlrb01G,3,5,0,0,8
R_24OBtURZJiCtbtG,4,5,0,0,9
R_1DARPW2r6fJKHWk,7,4,0,0,11
R_O9TyNO0Pfb92CqJ,3,7,0,0,10
R_2SqrmSqGqeQXj9K,6,3,0,0,9
R_CjXWnISJ4AifdeN,1,3,4,0,8
R_2bTVM5f76oIUy8C,6,4,0,0,10
R_UtIg6KOtCbtByHT,5,4,1,0,10
R_SZuBoRXkLT9eCwp,9,1,0,0,10
R_RaGL4fZrLbNuIMx,11,2,0,0,13
R_3RyFc6IhmEsQVjW,1,9,0,0,10
R_VW15Zw0OyqcIx5n,8,0,0,0,8
R_2VgnXcZYoqFWHCd,8,2,0,0,10
R_RDiR4CRWxnjdTmp,3,4,2,0,9
R_866Nksnpusb27WF,0,6,2,0,8
R_2curr87oJ7ErDcH,3,5,1,0,9
R_UcpskVUeoiSId21,2,3,1,0,6
R_1dzRAPYmqztxMr1,7,2,0,0,9
R_Z7rr8kuhexAhCOB,7,1,0,0,8
R_vuBQJOCfLyLqP29,2,7,0,0,9
R_Y4apTYRQx3pRXQB,7,2,1,0,10
R_27VGezNWvNb5w4n,5,3,0,0,8
R_3qVBxer1TOi7UL9,6,3,2,0,11
R_1k04uOVoobnucCq,6,3,0,0,9
R_AhpNdAvVPdZXkv7,5,2,2,0,9
R_1NwAvigVIjZCe2q,5,5,0,0,10
R_2wNANmv8d3pK71z,6,1,2,0,9
R_2tXeHiuhDUTGVhf,7,2,1,0,10
R_YRY3nXf7rxXHlUl,6,1,0,0,7
R_2VlPj83xqtmmvd5,5,1,1,0,7
R_3fJk3ygxSqBy3NU,1,7,1,0,9
R_3KARHeygsQ5pMGu,3,2,5,0,10
R_333VVJiLh0I7vwq,3,5,0,0,8
R_31px1BnXQXZ7f6K,3,6,0,0,9
R_24OESUMwtbCQTH3,5,2,0,0,7
R_3r35mmqbDaqzvS2,3,3,3,0,9
R_2rM9hA29RJ1GMcT,5,3,2,0,10
R_3L4HgUqJmXl3Nqp,7,1,3,0,11
R_OpVYSPMy9SDVUe5,6,3,0,0,9
R_PTYtDpYFzSyHBeN,9,1,0,0,10
R_33rOfQMDC2dPw0K,7,4,0,0,11
R_3j8MVePIVYo9cii,2,7,0,0,9
R_2f8rWfcrw4Oi2gK,8,2,0,0,10
R_2xPDy9lvX1AOzhb,2,2,4,0,8
R_3NXmuMNwgiAuUxs,2,4,3,0,9
R_2XhACPLeHlAFCsT,0,1,11,0,12
R_SZeXiB0nIvRdRBv,5,7,0,0,12
R_2Vz2ZH9Ma0b1JSh,9,0,0,0,9
R_1gFsPHZVayOh2Uh,3,5,0,0,8
R_1CKLexG61xZDRAo,4,3,2,0,9
R_2ZK5D6ZHifzIOuu,4,5,0,0,9
R_7PuU5RwNqUxgrip,5,2,1,0,8
R_30bZMNnHuOWc91I,0,1,3,0,4
R_ZlQhR5M5CXiwr5f,1,4,2,0,7
R_26bgqUFHu67OcLm,6,2,0,0,8
R_XpT7qeUdPbPk2ch,2,4,2,0,8
R_1QsC2nzJJMWYyVH,6,4,0,0,10
R_1Fhqz42EJ7DBlcC,8,2,0,0,10
R_DVsdvJXPFkRsTAJ,2,8,1,0,11
R_dp7I5784Vm8lKdX,3,3,1,0,7
R_3gTsZBtyPOKcxmW,8,2,0,0,10
R_3KCmzofJpoRscIP,0,2,6,0,8
R_1OOzBhMRdJab1wM,8,2,0,0,10
R_23199kWVRWt1p4j,8,0,1,0,9
R_V4HlY5I8dGDmfLj,5,4,0,0,9
R_0rJc0sz5kE98uBP,2,3,1,0,6
R_2DUBsyaXfs31HNb,4,2,3,0,9
R_2uDHQUyZtPZhYI3,2,3,4,0,9
R_RDHFTWAYEQM7Ruh,9,0,0,0,9
R_yF8haZwmfurBNFT,1,5,4,0,10
R_5pU4wNikHzPsHxn,5,2,0,0,7
R_ebbqsHWmzWygeWd,8,1,1,0,10
R_2wytYdji8ebzAho,1,2,5,0,8
R_29iuOyk7wjJfotr,5,2,0,0,7
R_2EoWwQezM1HlRhz,9,0,0,0,9
R_2RalaNO4ocmYoo3,1,1,2,0,4
R_Zr8rbd5wJFNbz8t,5,7,0,0,12
R_1AB6SRxkChdyTPr,0,2,7,0,9
R_pJMiu2Kn8RXT26t,8,1,0,0,9
R_22IZF7XEkqdWg55,6,3,0,0,9
R_1BQl0e3mxza7T2f,9,0,0,0,9
R_1Ns5zWrd4pU8d3N,1,5,0,0,6
R_AGSmprfT85gBUo9,6,3,0,0,9
R_2wAjdNSLc9xi6xs,5,5,0,0,10
R_25SeXjJ7lFsFMFq,8,2,0,0,10
R_3m3maKfmysqmIZ7,8,3,0,0,11
R_1dMqnRfQFtw9gOR,8,2,0,0,10
R_3iCgBlTDfC7N90P,7,4,0,0,11
R_1eIRdjgdD8Jro1r,6,4,0,0,10
R_1mJHgTLt4vN0sjm,4,1,0,0,5
R_2SuxmZcbCb7W3oU,3,7,0,0,10
R_2zo9P4KW9wYZeVl,9,1,0,0,10
R_w6R6BwSvYxzPxF7,7,4,0,0,11
R_1mq1nNovEbteaUb,1,6,2,0,9
R_AMqeUQ6ISTclIoV,2,3,5,0,10
R_2w1qyaqSUizw2pJ,0,2,5,0,7
R_2CJRQ2irTOdp6nT,7,1,0,0,8
R_294IdSh9knjqzSf,6,3,0,0,9
R_21oCzaLdisMaiPD,1,4,0,0,5
R_1feEIzBOZ6VaBSt,2,5,4,0,11
R_1my0FwHwItTU2YU,3,1,4,0,8
R_1g1prPbUltcYabP,4,1,1,0,6
R_2rVoQN2wUx1fmo6,7,3,0,0,10
R_1Qu9xtMnRXZYm3Y,8,0,1,0,9
R_32RPomSArOdXisT,10,0,0,0,10
R_2dioigSop2AG201,1,5,2,0,8
R_1kIm70mlhUMFZ5C,3,8,1,0,12
R_3R7zKGnlLcyht6R,8,2,0,0,10
R_2QsMcqcDfYQhUQ1,6,4,0,0,10
R_xaZgZTmqZsQqNDb,2,8,0,0,10
R_1GTiXCRBrzA4pMu,5,1,1,0,7
R_RtnSYrJqqL6tSPD,4,4,0,0,8
R_r08jmwiRwr5998R,5,5,1,0,11
R_r0Euu95GBwUHRG9,2,2,4,0,8
R_3LXR1YQYuECc24u,4,3,2,0,9
R_21FLbTEiHTgaaYk,4,6,0,0,10
R_2VaJj2AMje2cGDf,2,6,2,0,10
R_3k4FwkcXw8Y6edE,0,1,0,0,1
R_1gjSSDVUc2KGJFo,4,3,3,0,10
R_3O7B5DIWolWduaP,5,5,1,0,11
R_24jXLk4zI0NIpvJ,9,1,0,0,10
R_2cwHzsToNwoIvr7,7,1,0,0,8
R_2PzDfajNrShwDpG,2,0,6,0,8
R_1hWl7d6SjILnIbn,6,6,1,0,13
R_O8yGsb2ksfMZSXn,7,1,0,0,8
R_2PbBDl8GY3A5E9F,5,3,0,0,8
R_3qCmjR1KkIIq516,9,1,0,0,10
R_2rj6U9EHOU3vtQw,3,6,1,0,10
R_1GvMhFZ1f9QXL2w,5,1,3,0,9
R_3svItndTMNdNlmB,8,1,0,0,9
R_ZBIcb3phjQq71Gp,5,3,0,0,8
R_VUtwz6LtP4KENX3,2,1,2,0,5
R_1r9s18nD2dhWbgI,2,4,0,0,6
R_1eOxkO0UGZsfBdf,5,2,1,0,8
R_2dWGNwOiQv7On6g,4,0,0,0,4
R_3D6kTydnb2FgSVi,5,4,0,0,9
R_UmDXUS9V9NApz7r,9,1,0,0,10
R_25c9kHwaqi9FSW5,5,6,0,0,11
R_24jVc5muEEGmYqM,8,2,0,0,10
R_12zhaDwaIq7qk1s,8,1,1,0,10
R_ufwSClkbWUBpnax,4,6,0,0,10
R_2uD5LXYbrRUjUfg,1,6,3,0,10
R_1kG15q36cFUcVXu,5,1,0,0,6
R_daOIwF525nE7pCN,3,6,0,0,9
R_24jcPSMVgthI4QZ,7,3,0,0,10
R_6QIv03cZAej4JRn,4,5,0,0,9
R_3hG6I3UBPY6ofQM,7,1,1,0,9
R_BYv0UenCIASwL7z,4,5,0,0,9
R_XNcqcWXctvbGpu9,7,1,0,0,8
R_Ol1C3ixiO8wRGc9,0,5,3,0,8
R_2e8VyfQdTUWOFSz,6,3,2,0,11
R_2Bam6nR63m8Ltww,4,4,0,0,8
R_30kQD7y883uEQA8,9,1,0,0,10
R_2YsvpCACnvYFksu,0,9,1,0,10
R_2AWOxtNsLHob61j,8,2,0,0,10
R_3qTI9dWgy1QHOQw,3,3,2,0,8
R_2foB8hxSmUzYkrS,6,2,0,0,8
R_2tK9vOlaJNa8lU0,2,4,3,0,9
R_2dYq1RIkmQA1Wsp,4,1,2,0,7
R_w4zn2jyuhaWWA0h,4,5,0,0,9
R_3pbrPswAjfJgz1w,5,4,0,0,9
R_1CqdSvj3RI8ko8K,8,5,0,0,13
R_2ceF8e0U4TjOMJE,4,5,0,0,9
R_qK534dwHQWoC67n,2,6,0,0,8
R_4MaPn1ZINWdcGKR,5,3,0,0,8
R_30eIsolDNqyhBKN,8,3,0,0,11
R_25WsXnTn9PkSchL,6,3,0,0,9
R_1dzfkW5cpj00txP,7,2,0,0,9
R_28M8fhRsbWoaIvM,4,2,2,0,8
R_3GxFsDnl9N51On1,3,4,0,0,7
R_8x2KDDir2cAhwUF,3,4,1,0,8
R_6zoxMJaLmaSMmLn,4,6,1,0,11
R_2q4U4UVqWwI7Dbm,10,0,0,0,10
R_12xSmjgRxr7nGm6,1,3,4,0,8
R_XYZOWH8drNB7qs9,5,3,1,0,9
R_3fTLZqfEY5kMPmk,1,6,1,0,8
R_1MYynO8qeFUOic5,5,0,0,0,5
R_8rbBThxdMCigzHr,4,1,2,0,7
R_3Eb9LAUmU2sIN3h,8,2,0,0,10
R_2aqJYCZOA1T2xSh,5,2,0,0,7
R_2R2IxkHJ54KLRTa,5,1,0,0,6
R_1n1mfLDJz8ZM4Kc,7,3,0,0,10
R_oZGxzSYxVpBfC1z,4,5,0,0,9
R_2y3YmOhNu5eow8O,4,6,0,0,10
R_TtsagKbQzN2E5sl,8,1,0,0,9
R_b42oAzyctrRU7g5,7,4,0,0,11
R_21EzhZnKh2GCXVh,9,2,0,0,11
R_yW6wVNrk5KSgm2Z,1,5,3,0,9
R_2P5VXCXVCGtG954,4,1,3,0,8
R_2DZfEgUaC08yxMD,10,0,0,0,10
R_1kUJb00ZyfeeWMz,6,4,0,0,10
R_28B6uijRiyXHEPF,4,3,0,0,7
R_Rr7Rh2se7gscUCZ,6,0,1,0,7
R_28XLQZxVxMPPPud,7,1,2,0,10
R_dcaX77yn82umoaR,2,5,4,0,11
R_12tkeu8XWB96Vbe,5,3,0,0,8
R_2DMmxA5G0QK9713,2,3,2,0,7
R_1E73TmlSzwMOWYf,4,4,0,0,8
R_232GAjlBQQSAs4w,5,3,3,0,11
R_PzDdEFMhhuTtbvX,7,0,2,0,9
R_3KNozGCjp3Ycv1k,3,4,3,0,10
R_yOVIE930Xn6cRMt,6,3,0,0,9
R_3fZEAcxEWUqJxVg,6,4,0,0,10
R_27jpqaawRMtR9eq,5,1,1,0,7
R_3O3zqzzWTYLOVCg,6,1,0,0,7
R_1GO1UOPZIl2B3Hm,8,2,0,0,10
R_3dLCC21OJk1pjDX,1,4,0,0,5
R_3r1XiEVXmY0usFI,1,3,2,0,6
R_2VmOO2fFcI0NG0j,6,3,1,0,10
R_10UaFSxnpFwh1Hg,6,2,1,0,9
R_3s0sS9Suzp5Uqgm,8,2,0,0,10
R_3qaQNW60yAntvZm,7,4,0,0,11
R_bNpWufiINkKuMx3,3,3,3,0,9
R_yyV1YJNMEluyhNv,2,5,3,0,10
R_28FJX20zYNm8ATz,7,3,0,0,10
R_2VPYfbiSUa0M6Nd,0,3,5,0,8
R_22lRFyAxM3ayyaY,5,1,1,0,7
R_XBvs8BsglKJkuGt,7,3,0,0,10
R_0ohmp2zXfjwbMWt,7,3,0,0,10
R_5sZZL2eLkWFxC4p,6,4,0,0,10
R_1EXv7jzmAoQf9wZ,4,3,0,0,7
R_2fx7wAMWKejolaX,7,2,0,0,9
R_1mDgvIpYreXljvj,6,5,0,0,11
R_UMFzhlOcbDGTtdf,5,4,0,0,9
R_2uNvQBbPqwXUPvu,3,4,1,0,8
R_1P5UHE7ZlUj19NU,5,2,1,0,8
R_241yqsCUKiCxrUi,9,0,0,0,9
R_1kHXtL2NCKOuqvz,7,0,0,0,7
R_Dq1tUEu9mhVTohX,3,6,0,0,9
R_3gZOX3y7Dgd6ife,3,5,2,0,10
R_0UMmpojyTcSVxp7,6,4,0,0,10
R_2TASTO88U4hmTJS,6,2,1,0,9
R_1rf9cFTmkxOyfiL,8,0,0,0,8
R_1mgC2CDGRUwIvaN,6,4,0,0,10
R_3Kw5auGtqogiAox,7,0,0,0,7
R_p4LBDEdqlNQBrs5,4,3,2,0,9
R_12ijzqEsCz3dFRz,6,2,0,0,8
R_3nMF7LsTwr8lP8b,2,1,3,0,6
R_1ISNUvDT9ACUBFY,1,4,3,0,8
R_a3Lb12OeEm4lIZz,6,1,0,0,7
R_1hZnPZmqXKNXjIn,6,4,0,0,10
R_1pYzudfZbNz4aFT,7,1,0,0,8
R_1DIlcPUliHtEoW2,8,3,1,0,12
R_2t3i8pa8iputk3z,3,1,2,0,6
R_VXzsnHlQcgTsmDn,7,1,0,0,8
R_3O09oqwGvnvZUIS,7,2,0,0,9
R_d1ibHDRnXT2rh6h,4,4,0,0,8
R_Uz43c85f3so1bxf,8,0,0,0,8
R_2bV0toTKTm7CRzF,6,4,0,0,10
R_27PZyAwEfsHXYHb,8,2,0,0,10
R_6GqXjDu6sz7Oq6l,5,4,0,0,9
R_3j1K5KHe3aXrwYB,5,4,0,0,9
R_1Lj1LT4IpR48Hcw,5,4,0,0,9
R_27Pfww2JrMZBLE8,5,1,0,0,6
R_2zTkVTdB1I7ItTS,4,0,0,0,4
R_ZlWNkpx1tKEEZtT,9,1,0,0,10
R_3gT67CCCGAmPoFt,6,4,0,0,10
R_3g7QzyKKqPdb1VQ,7,2,0,0,9
R_2atMqBAoO9guU2c,3,2,2,0,7
R_1jpTeDeUFOQpIy0,8,2,0,0,10
R_cAdAf6a9YWcR2cF,6,2,0,0,8
R_swfW9zEa1g6fgxb,6,3,0,0,9
R_1gBj1bDM4nB72fM,1,3,3,0,7
R_UisZW60TlC3mlYl,8,1,0,0,9
R_1i50q8a6xom6zuR,5,3,0,0,8
R_21bRsYevpRshJ1q,3,3,5,0,11
R_1d0rwdQOgOm6LAh,7,3,1,0,11
R_2Tv3GMPu3K2Agtm,5,3,1,0,9
R_10Nny4lE93njzTp,6,3,0,0,9
R_2E60bEybp55B1XF,4,5,0,0,9
R_1Qoxa2B0anI9q2u,8,1,1,0,10
R_3hDB5MtXbZUsLuA,5,1,4,0,10
R_3PCfAKnpcx3VMn0,6,2,1,0,9
R_b3i1Bpzqr6rBWx3,9,1,0,0,10
R_1lazxF2ftIG0VMh,8,2,0,0,10
R_sAvgAAWhWjQLe7v,7,2,0,0,9
R_2rJaDpcKxCRTZam,4,2,3,0,9
R_24ldbJ9KWrlRD3l,7,5,0,0,12
R_2QydoRQmMcQ29xe,5,4,0,0,9
R_1KiNrjQkJN91uON,2,2,4,0,8
R_2CvLfaR00Ms3Ytx,1,0,5,0,6
R_OOlgDbopL0leDId,1,5,4,0,10
R_2wF5HONreDdxaEo,2,6,0,0,8
R_3JaQgdQFduLaynC,7,0,0,0,7
R_1f2fTgH4vD1ifoG,2,5,3,0,10
R_RfcEpylBeXgnMfD,5,2,0,0,7
R_1PbltJFcAMBhvEu,4,0,0,0,4
R_2OGxn9CcVPWU2Ul,7,1,0,0,8
R_2dBmVIOEVmLJMWB,5,2,3,0,10
R_b3F47z716KvusQF,7,2,0,0,9
R_1LogqzNf5PODw8V,7,1,0,0,8
R_uqRJC2SbdejLNF7,8,4,0,0,12
R_2wFY7QRhKnESmDT,3,5,2,0,10
R_2ALMfs71aWoLz28,9,0,0,0,9
R_2PdvtbXmZbEa4iq,2,2,4,0,8
R_2eVlgqjSfCW8Jwc,5,1,0,0,6
R_1Lj7kho2CqMTVnc,10,0,0,0,10
R_31NodhQ1bOjrvck,4,5,1,0,10
R_1M09OuIjBy2n50L,5,5,0,0,10
R_1FkQu7Y7Ro2t2ug,1,2,4,0,7
R_2TuXVCQxeHh0TPj,2,5,3,0,10
R_R4tVETiB2MTKm8F,8,0,0,0,8
R_2assEzaiCAcFPrY,3,5,1,0,9
R_1ojqIsev1fpoLHH,8,2,0,0,10
R_2VBZMbvUQH4kZse,5,3,2,0,10
R_3Ra6ymrF8lN88HP,7,6,0,0,13
R_R2pvNygaM7A8i8p,3,4,2,0,9
R_2q294Ws39rHpxUh,4,3,0,0,7
R_2f3CN39uBlxKkyk,1,2,5,0,8
R_2CwgIH9jFRzYC9K,5,1,2,0,8
R_1Fy5GTwcgv0FjOJ,2,2,4,0,8
R_276Wk3iTlxwdA93,3,4,2,0,9
R_2AQFOHS0c08caYx,5,2,0,0,7
R_2Qth3DuhnJaxcMq,8,0,0,0,8
R_24odwugbBsLNYKs,8,0,0,0,8
R_2S05htLqaAaAxR6,6,2,0,0,8
R_2SvmGzN9jOyy4oh,6,3,0,0,9
R_2DZUP2xmTwdHwgv,5,4,0,0,9
R_3dLmeO64os55sux,2,2,1,0,5
R_2w4alXkeZaJS8cA,1,8,1,0,10
R_12Jdj6W8Z1EFm2E,3,5,0,0,8
R_3EtWnpQ0WU6oKz2,5,4,1,0,10
R_sMtuGREzebOldSh,6,3,0,0,9
R_306PLGsvPXeYXZJ,3,6,0,0,9
R_sUquLtMoDt9s969,3,4,2,0,9
R_23dCuqyWJZu4BC3,5,5,0,0,10
R_yCRPRieCbSDNcT7,4,2,3,0,9
R_1ET7rG9Jwm14kil,5,3,0,0,8
R_tWL8DIXHWrOh34R,5,5,0,0,10
R_3suoxlm18zuOjfU,7,3,0,0,10
R_11gT5J2wiIZTtbu,2,3,2,0,7
R_AEXRA5tSKY48AN3,2,5,3,0,10
R_2UaoiGDOY72CLfU,6,2,0,0,8
R_1Fs656GMZ6YvLAJ,9,2,0,0,11
R_RqbzdkSL7J59i25,6,2,1,0,9
R_3stAByhZWEf3nda,6,4,0,0,10
R_2v8i1NGqnRWM0Iy,6,4,0,0,10
R_2Eabwrd2o96tXT0,6,1,0,0,7
R_2wsEjt1Alhmu7Bl,2,6,2,0,10
R_vruIxpqsaBR16Ol,2,4,3,0,9
R_W34MKJoiynx20o1,5,4,0,0,9
R_3nwTBxEhvTbmCC7,6,1,2,0,9
R_sROsUDmqR93lbUd,7,2,0,0,9
R_UonxnUtklEEKls5,7,3,0,0,10
R_2v870VoKbm0TYff,6,5,0,0,11
R_3gLUlKIiy9qozyP,4,5,0,0,9
R_2zcJCzaDrwx0kqC,3,6,0,0,9
R_AtedIp9vMsFeAMx,2,4,3,0,9
R_AMWaLFORLlLiysx,6,3,1,0,10
R_2sd6FKRkKqUuOQZ,4,7,0,0,11
R_3mk4TSMxAwTo4T4,5,2,0,0,7
R_T5b3QM9UoopUDct,4,4,2,0,10
R_27v39TOHw7jGO1w,6,3,2,0,11
R_3imL1FTEYb6ksIC,2,5,3,0,10
R_27DzfLe1NiZSlGI,4,4,0,0,8
R_3s6Lw8Hnimmm3sc,5,3,0,0,8
R_ywhdD07Pl15UGiZ,6,3,0,0,9
R_1E673ixBE6jE5W8,5,3,1,0,9
R_2SoSojTSGa6mN4Q,1,5,3,0,9
R_pbkgPZ5MSolcCe5,7,1,0,0,8
R_1jALhOusO5xWQZG,8,1,0,0,9
R_1re2ep0bV2hPI5r,4,5,0,0,9
R_1hQrIGHVrB1t7uA,5,4,0,0,9
R_1DnWD3mMPRH78lr,4,6,0,0,10
R_2zBbNvJJRAIJ2aT,8,3,0,0,11
R_8fe0pCmGjNEVEit,3,2,5,0,10
R_1KqJs2KtfnxQWHx,7,0,2,0,9
R_2YFBOyF0bb4yLrY,1,5,2,0,8
R_3JmzGfmiW3YUTXD,3,6,0,0,9
R_padgG2eLdHIpks1,8,2,0,0,10
R_1nMzqfoDAN6DDbP,7,5,0,0,12
R_2q8ZpMP7oYF1Kuq,9,1,0,0,10
R_33xa3VWOsaLxUcK,6,4,0,0,10
R_10GEi6NwDrcyscd,8,0,0,0,8
R_2BaPzE9EnyOqflW,7,5,0,0,12
R_XgMlQmBXduwPBip,5,4,0,0,9
R_5gPbNHqkGhzcPqF,2,4,1,0,7
R_3sae4q1cDbhHpap,4,3,1,0,8
R_3dEWhJYvGDuwJoy,3,8,0,0,11
R_3PHuSt8pWpvIjn6,4,5,0,0,9
R_25yL0kOtRBx0cur,4,4,0,0,8
R_3itfXorCjFEthOn,8,2,0,0,10
