ResponseId,positive,neutral,negative,unknown,total
R_eaqVzAhyInnCMCt,8,2,0,0,10
R_BzIi23ni7sj1GdX,8,3,0,0,11
R_2dnbVhEtNhI01Qm,9,1,1,0,11
R_1jqA0rtKmUJ79Ad,5,2,3,0,10
R_ZK5yaoJUt4fw0QF,4,4,1,0,9
R_1ihxVnQX5v1UVCR,7,0,0,0,7
R_ekS5Ch4ofD6hVAt,7,3,0,0,10
R_SC216RpZjzHdI6B,2,9,0,0,11
R_1Dp8m1h23243O1q,6,3,0,0,9
R_1gLKbsmSyKic4t8,7,2,0,0,9
R_2EjeXvj4dV4kVN3,5,5,0,0,10
R_R4ug0x2bhbahYcx,7,4,1,0,12
R_3j7M1WJT2TRvSaR,6,2,0,0,8
R_3n66swEzE4qvvn1,5,4,0,0,9
R_XhSUyDxdazEWzDz,3,4,1,0,8
R_2yem4X8EHHe6D3f,1,3,1,0,5
R_3Din8Cxb6ZKk2ni,2,3,2,0,7
R_1JOwS5ogpGqI1Yc,10,0,0,0,10
R_31AxLf35aVMBgMe,4,4,0,0,8
R_2wgZLFqhC97y2bf,7,1,0,0,8
R_AoGwm4cKk9nFd4Z,7,4,0,0,11
R_RV7XN58SeferzC9,8,2,0,0,10
R_1etpPvnChTWrYI8,6,2,1,0,9
R_1qfbQWG680ucjuY,1,8,0,0,9
R_1CkfszTvWRNSpJx,7,4,0,0,11
R_2EFOxomHohAGc6C,6,3,0,0,9
R_Dp275zQtBuJkWXf,2,7,2,0,11
R_3jVby19NU50wabu,5,3,0,0,8
R_AAiG72glHEjRLAR,9,0,0,0,9
R_1FEDptBSGxvmNYC,3,8,1,0,12
R_2ZIT9Nvzfmq15SZ,6,5,0,0,11
R_2YYEj5S0ODFYwN9,4,5,1,0,10
R_22rAHwIhDoVC0aL,8,0,1,0,9
R_2fiXc1D9mYxVBQK,5,2,2,0,9
R_DHKxjXPieSq0Py9,6,4,0,0,10
R_3NV8XQYba5GnQ6P,7,3,0,0,10
R_2tkZgu7qYOxjreq,2,7,2,0,11
R_2490UeqbzcaVC4j,7,2,0,0,9
R_2OI4fFnwYdOnqZk,2,6,0,0,8
R_qW4CROo6P5V1oyJ,3,2,0,0,5
R_3j84qAH0r7mT3iX,2,3,0,0,5
R_1opztKiQNaUXvp9,6,4,0,0,10
R_3NyWZA7oJhMsnju,8,1,0,0,9
R_1gpaEpln0yX9xeD,9,1,0,0,10
R_3RrAVGoAEkQk0Qw,7,2,0,0,9
R_PtfVLMfelNx6JnH,3,6,0,0,9
R_9GlJQor7CU2uJmV,6,1,1,0,8
R_2uWHg1gjiCaMk7Y,6,4,0,0,10
R_2y14vVoxFsN9aRk,5,5,0,0,10
R_1mwoIKafIiUvpc6,2,7,0,0,9
R_1LSe47VUwPtsXwg,0,7,3,0,10
R_3CVPywcEzqsNBOK,4,4,1,0,9
R_2Cy94KY4HQ4b97R,5,5,0,0,10
R_1NyPVS4lpsdgTb4,6,3,0,0,9
R_BVtt1JH6Kxcm57X,5,3,2,0,10
R_1hPWP3BPJT4Le7c,4,6,0,0,10
R_3isaTQQqKVlbN5P,4,4,0,0,8
R_27jvb6Nt9U5Bu4S,3,5,0,0,8
R_1mzlJrw1ZkHEsk1,6,3,0,0,9
R_3dLnP9LKr9KzDmB,7,3,0,0,10
R_2wsmUGk0mhzShtG,4,4,2,0,10
R_2CE1ZK8bcaFiJJf,6,5,0,0,11
R_XpTVIaUQPduS7x7,7,3,0,0,10
R_2YPuqSYhTFPL3m3,2,5,2,0,9
R_1q2kF5xb0wU8Gg4,6,3,0,0,9
R_1g1kEnUoXCtj1en,6,3,0,0,9
R_22Rewig0qIMN3y8,5,3,0,0,8
R_3niL2p9taD3TfFm,9,2,0,0,11
R_1rCumCWJnRUKbis,8,2,0,0,10
R_1OpEKIVDyHhRPLX,2,5,1,0,8
R_1q4kOeoC5QSFXuX,1,8,1,0,10
R_Tq4zVeT5WbzoZ5T,5,2,0,0,7
R_3iDzABcuQzAhqWc,7,1,1,0,9
R_1LGYgNqWEUbLBbw,4,1,0,0,5
R_3Oc8NFuYYJnEYYz,7,2,1,0,10
R_szFL75jVrvrEkyl,9,1,0,0,10
R_3Ga0ibUe7aDzqpm,6,2,1,0,9
R_215mw0DYIYipWg6,3,5,0,0,8
R_3CIURW6FEoJTYn0,7,2,1,0,10
R_1mlXFlW6WV7bCx4,8,0,0,0,8
R_2saITnXZerpn0Bf,5,2,3,0,10
R_vCtL0toPR8QinDP,2,4,0,0,6
R_1hS7b8yYWBn07E6,6,3,0,0,9
R_3NVPx4EK1CVBOgD,0,6,2,0,8
R_1ghlacLlQyJDtza,3,6,0,0,9
R_bws0I5CeHCABaKd,7,3,0,0,10
R_1JIU7tKH5YZOxS2,5,5,0,0,10
R_xatws3EJ1okd9Qt,9,0,0,0,9
R_1pG9QMSoSL2kufi,5,5,0,0,10
R_12ltzpFf0D2Jcql,1,2,4,0,7
R_BM0Hk4QPWRSFUxr,8,2,0,0,10
R_1oIsEOnGXKFbUGV,2,1,2,0,5
R_2bVpZ9fHqLyqiYR,5,4,0,0,9
R_2sYHDXpE2uyJ8Fo,8,2,0,0,10
R_27yAIasfdcdHnPE,2,6,0,0,8
R_NWMaBWQuDz3rytH,3,7,0,0,10
R_Q0c46brHhlurt7z,5,6,2,0,13
R_2YJuEtmJzXrFOm0,6,4,0,0,10
R_10pFwY701UmKXCc,4,3,0,0,7
R_2q2C1PduuxxtiWS,3,9,1,0,13
R_3GcUkvyTMHREkel,3,6,0,0,9
R_1jiBIG3CQFe2zeM,10,2,0,0,12
R_3GuH36PSYjJAOE0,2,4,0,0,6
R_2uHtVTmApiYMw1s,4,6,0,0,10
R_2DNQv9yp36PO9O4,6,2,1,0,9
R_NXYF0buQ7Kyy0dX,0,1,5,0,6
R_31FcQuPQ5sAjBb9,5,4,1,0,10
R_spaMoctlRizzNkZ,7,2,0,0,9
R_3fJN35AkZq184Qu,4,5,1,0,10
R_1liymsRiNJChK3w,4,1,3,0,8
R_Z8XhrXeLcBkB7m9,5,2,0,1,8
R_vDgekhVH8y5RZeN,6,4,0,0,10
R_1Q5CXOGHFAtAYrY,6,3,0,0,9
R_2f8QmYVK0O90lbm,5,4,0,0,9
R_2c0zcE8rHAgeEvZ,9,2,0,0,11
R_3NSzTGIfqNh6lm9,8,2,0,0,10
R_2EHuyl5ofR7yhIy,5,3,2,0,10
R_24pA7VL0NxpkHI0,2,5,3,0,10
R_2YYdsJKZDhaf2SW,7,1,1,0,9
R_3qfE7PGdHMq9x3j,3,5,2,0,10
R_2cd9l4Ze6BDERC2,6,3,0,0,9
R_1gIUZ7Nct2O5GLN,8,2,0,0,10
R_2CCetWARbCghOV0,4,1,1,0,6
R_2t3f6JSZKTq4Hgf,0,8,2,0,10
R_2xJCsXpFIgFFiDJ,4,5,0,0,9
R_3GEg13iyCzb6lik,8,2,0,0,10
R_1rvmdcKKls4SSez,5,3,0,0,8
R_3kcENnymCmsKyjG,4,4,1,0,9
R_1OJLCRGmjY3VncC,5,4,0,0,9
R_2zr9TIZSXmaTSkD,8,2,0,0,10
R_1P6JodHhx3JQq2y,9,1,0,0,10
R_WwBGHZvrh8HGX1D,8,1,0,0,9
R_2wjg8vVT9RoIWDl,7,3,0,0,10
R_6uoizyBxmljcHYd,7,3,0,0,10
R_1KcKOMKb4Ei91Ee,5,1,0,0,6
R_1CdvLgGANYcFXVo,7,4,0,0,11
R_5dmW0mFZ1Fj4g6d,8,2,0,0,10
R_1lsLSYcDJuaJUIw,2,1,5,0,8
R_1o4HJNDIjZ02OUt,3,4,1,0,8
R_3RxUdcX6WNhsvj0,4,5,0,0,9
R_1oqlrOW8XNYlpzx,0,3,7,0,10
R_3gXfzOoEkDHgSTI,4,5,0,0,9
R_3jdu6mtIEYP3pTT,8,2,0,0,10
R_svzPpk96tPC4Rep,6,2,0,0,8
R_28IJVn00WuljOte,7,4,1,0,12
R_2aQXImqbfiWI2z6,7,2,1,0,10
R_26qdo4UvsH2TYoF,5,5,0,0,10
R_2Pegn30pU6k17p0,7,1,0,0,8
R_OkB43VXMKGgNQEV,8,1,0,0,9
R_22s1ww1fXkgCcR0,5,0,0,0,5
R_129Y3yyr8glQQay,7,2,0,0,9
R_3n78RcEclm1tfC2,4,5,1,0,10
R_0lJvetqfFJDnu8N,5,4,0,0,9
R_2OMHotTmO4iGvXp,3,5,3,0,11
R_2YKVoHv9DJEPHnq,6,2,1,0,9
R_vuFexiUoPaEHHS9,9,1,0,0,10
R_PFJY9O1yZNzNgL7,8,2,0,0,10
R_515wvls4h3uGwDf,2,7,0,0,9
R_31dwFe05Df1ZGxd,4,5,0,0,9
R_3jfwShrdQQO4sqJ,5,6,0,0,11
R_3MJAhijp1F0Wxzi,5,2,1,0,8
R_uyw56pg4PxTONOh,6,1,2,0,9
R_3DtZylfuOeKirM6,6,6,0,0,12
R_1JDv4rKOftvzEut,3,4,1,0,8
R_2SwwrV7RIh1terq,3,3,4,0,10
R_2X55R90ZT5p7mC1,6,3,0,0,9
R_3ey2bxMMY4uEXtN,6,4,0,0,10
R_xaczHrhE21QJYu5,7,3,0,0,10
R_DeIab9gWuBXdUml,4,7,0,0,11
R_1FJnzelBDJdFkAQ,4,4,0,0,8
R_10PMuCsfOTtUgdF,5,5,0,0,10
R_1ewVKfiXNmDtDP7,7,4,0,0,11
R_yDDHXO5jd6Qic6t,5,5,0,0,10
R_2uvrP8HDuoiOEDK,8,2,0,0,10
R_2VL5lxePPHaNyfx,7,2,0,0,9
R_27VW6VJ0lx8WTgq,5,2,2,0,9
R_w7Wmhv9RTOtg4JH,1,6,3,0,10
R_1l68rTaQmILxGCB,3,3,2,0,8
R_1l9MMtzyr8m8XS0,7,2,0,0,9
R_3lz4qG43pxFDguG,4,3,0,1,8
R_11dyCdnxmdz1Xug,7,2,1,0,10
R_2rkFM32lQwLiBVP,6,2,0,0,8
R_C8KRJOy6FZWNN85,5,4,0,0,9
R_0ibd6NKMunx9AXL,4,1,1,0,6
R_3ixaOC8ezMTGtVW,4,6,0,0,10
R_1DLOQfwJFeJzjVe,3,4,2,0,9
R_3FKbBpXQEG1Mejp,10,0,0,0,10
R_1BSf7cczlYE84mK,4,2,2,0,8
R_3oI3QxNroZAijBe,7,0,0,0,7
R_3qPOtTlmGIxwovf,3,6,0,0,9
R_3ggsEA2hiZgWBCp,2,4,0,0,6
R_3ezeVPiXqqehgdV,9,0,0,0,9
R_2v8F5TGBJFQiBDD,7,2,0,0,9
R_1l5HTfy5ZMfQnCn,8,1,0,0,9
R_3JC2KJGXSHfWSrp,4,5,0,0,9
R_31bnZLHh7vNQPaa,1,1,7,0,9
R_3fE3hKZM0g8EUPk,5,3,1,0,9
R_3EndysPYJWzTOj6,10,0,0,0,10
R_RaE568mans2KtkR,3,3,0,0,6
R_2DN7mLMxOBNAOEF,5,5,0,0,10
R_07HmRIy7FvQIJVL,4,2,3,0,9
R_0HupvU7f2dbQ77P,9,0,0,0,9
R_3O1V8Jyk6aY7PlS,9,1,0,0,10
R_ah0HRmY3Ld3blvz,3,4,0,0,7
R_1HhIIZR02vj4XVb,5,3,0,0,8
R_1oGTGaT2jgkOtPC,5,5,0,0,10
R_868ORPW1aEncg8N,5,2,2,0,9
R_37NX4irRMbAuQ4V,2,4,4,0,10
R_20UVUr24kEUPWX8,3,3,1,0,7
R_2tKhiQ72uqITwDG,5,4,0,0,9
R_3EWskLloukTGjxj,4,4,0,0,8
R_3EZ0kgkJtllKAlW,4,2,4,0,10
R_1Lii1Wlal0t83FT,6,3,0,0,9
R_3M4FAKEBRHPx7K0,4,5,1,0,10
R_2s5fDtgCVJEPSTd,1,6,0,0,7
R_AKYVL6l7t1w8DPr,0,2,5,0,7
R_1LTnZ6AHbbULbaC,4,4,0,0,8
R_28HaWeuf5D036Yd,4,5,0,0,9
R_2Bmp547BiNtOoAI,9,1,0,0,10
R_31BKXProtBBXevU,6,3,0,0,9
R_1QKiUc258yxmMlf,8,1,0,0,9
R_3iCln1e24fU1Xzc,2,0,4,0,6
R_ONGBiN3QyvVLCJX,6,3,1,0,10
R_2t0d7cSs8BQVoLB,3,5,2,0,10
R_2duLzXBoOjncVnG,7,2,1,0,10
R_2Cp5jgLIL4TGta3,8,1,0,0,9
R_308kRdkAlrXTVr6,4,5,0,0,9
R_3jfxrt0WDlu3oU0,5,4,0,0,9
R_D8Lwf50AlHMZ161,11,0,0,0,11
R_3lR0JWkpWZIWaSH,7,4,0,0,11
R_2AZqKw4K3LhFrAJ,4,4,0,0,8
R_27CM3mtjO8jztJj,10,0,0,0,10
R_1pXXIzUaYJECwd6,3,6,0,0,9
R_2v1BfcDXhWsnfkI,3,2,5,0,10
R_3DikcAzB41Stdgl,10,0,0,0,10
R_1lAFP3OLoVhdDyp,4,2,3,0,9
R_2q8IaHwuU1CQ4Qs,3,2,3,0,8
R_YYRksUU7oviwWIx,8,0,0,0,8
R_1mrD03SnTKZKiSV,5,1,1,0,7
R_2zbBmshByD65XyL,4,2,3,0,9
R_3lFHZWSfqUVHJ1h,7,2,0,0,9
R_300s0ITfeyg4Xwg,6,3,0,0,9
R_bQ8xWTnlythz54d,4,5,1,0,10
R_28CZTOHRAEVWI0G,5,5,0,0,10
R_2CBaVLipD5ZtZGM,4,5,0,0,9
R_2duQ8Ss5jq6PU0E,8,1,0,0,9
R_6Q2CtxvXdCtm5hv,8,4,0,0,12
R_2ctEFcYsVjzWU6i,3,1,4,0,8
R_blusDAXHliNTKZr,6,1,0,0,7
R_1C3ebpiYhed6lGU,2,2,6,0,10
R_1jNbXAN5pz6fxVc,6,3,0,0,9
R_1P0l0MKCTVtOqX4,0,0,6,0,6
R_XnymCxPUUOCSpUd,5,3,2,0,10
R_1kGqqiJ34K4rlf4,5,1,2,0,8
R_2DRYIrUIfHhkvPO,6,3,0,0,9
R_77cXPNhCmEFlgIx,3,3,1,0,7
R_XiCHz20vS1ZRkS5,2,5,0,0,7
R_tDMncYVqDiWHhqp,6,3,0,0,9
R_22MkGyJPmUCGEUJ,5,3,0,0,8
R_12eUKRwT1c6QhJp,7,3,0,0,10
R_1jx4pAV11duX1PF,7,3,1,0,11
R_2zo8BR2irrhFJTl,3,6,0,0,9
R_27Jy3ZDFrqwja4m,0,9,0,0,9
R_1jjEOFyytQMoU4p,5,6,0,0,11
R_2Vmh3PlmqZ55pIv,5,3,1,0,9
R_1et6vgqapePKi06,5,2,2,0,9
R_31HiYb467ga6U9m,6,2,0,0,8
R_3NOPqB31zgisqRa,5,3,0,0,8
R_3fdDKoVw70CHRdL,4,4,0,0,8
R_b9tfFLg5bVfqFLH,3,4,2,0,9
R_31FBo4okgqsNMbr,7,5,1,0,13
R_3ErLwpNlJxMG4e4,6,2,0,0,8
R_ahgwoNybwCSEUMh,7,2,0,0,9
R_eQibzcGMNfhQC8p,4,4,1,0,9
R_2BtbiHhEz4Uo6yx,5,4,0,0,9
R_1OSJC02eVmn8ehZ,7,3,0,0,10
R_1rvtPWJUCdrs5Xt,3,3,2,0,8
R_UA9GuH6koQmC3vP,5,3,2,0,10
R_1C6ZRlB2yK416iW,6,5,0,0,11
R_AoJANSmxdqLcEw1,4,3,3,0,10
R_1K86dUmSrR4XrkJ,9,3,0,0,12
R_3fBN6vZTBhXpDIc,5,4,2,0,11
R_1gU6ovfmiJMzXjT,4,3,0,0,7
R_XHYySBibNCJPYdz,5,5,0,0,10
R_bDDHeWw8GABIXeN,6,4,0,0,10
R_3kLpmGOdrywSeBg,6,3,0,0,9
R_21aJScGPiMzxrbL,7,2,1,0,10
R_3ELlFuBmXRthxFn,2,6,5,0,13
R_1JD59fD7LdBYlIm,4,1,3,0,8
R_1JVoTSswfVSwTEq,9,2,0,0,11
R_Y99NkLaquizEP61,0,8,1,0,9
R_bjYSSt7b9wMuQV3,7,1,0,0,8
R_2To7NRhRhiQTS9R,7,1,0,0,8
R_1G1Pti6i4ZIzZeh,7,3,0,0,10
R_3k802A9qtmINIWq,2,6,1,0,9
R_1hYiwciWydL3kDA,7,5,0,0,12
R_1DN1hTfUkbiAVyV,7,4,0,0,11
R_1n8X7Q3qrWnLd42,4,2,1,0,7
R_zUXPqFrjRfehFaF,6,4,0,0,10
R_3IcwQudzNIrc5Xb,7,1,2,0,10
R_1Crw1Rbi3mTDmtg,10,1,0,0,11
R_1rMmS7yGczlmerV,3,5,0,0,8
R_3fMEx8tC4YACgTO,6,2,2,0,10
R_bq2QoEjjByiMpsB,1,7,0,0,8
R_3QK4lwZDmXJujaR,5,7,0,0,12
R_27x8dxah4BgVq9q,7,4,0,0,11
R_Os3CI2NQvZhvgwV,5,3,0,0,8
R_3G19iiaMDjQ0jmc,3,3,0,0,6
R_1P6mCBvzsjNJ5xU,1,6,1,0,8
R_1NCC8SZPzvodXcg,4,1,2,0,7
R_1DIRA6y0u1xF4AO,2,9,3,0,14
R_1CwKHAid6QdzyRO,7,3,0,0,10
R_1gw1egC5YWWqkDe,5,0,5,0,10
R_3EcZ7WQAU6ENHJD,7,2,0,0,9
R_2Y648Q6m8sDwz7S,2,0,7,0,9
R_1msaUfcBQqxwmIt,7,5,0,0,12
R_bCw1bBohKE4iBd7,2,7,0,0,9
R_1eFZOmzI7zvkRGf,2,1,5,0,8
R_115vatZHace2tff,7,3,1,0,11
R_2VBJdb2TitpJQ2J,5,4,1,0,10
R_AgFCw0hwZWPpLON,4,4,0,0,8
R_2YgPwUFrouJLNxn,6,3,0,0,9
R_3huSTmkvqgsSNaZ,7,5,0,0,12
R_2dub5CtazxlbDCl,7,5,0,0,12
R_2rJGMrukNwFqmMX,8,0,0,0,8
R_1LdJD20Sma4urwk,2,2,5,0,9
R_25F7cILhhLxVEwL,12,1,0,0,13
R_Om5Ay4CgzCH9uaB,4,4,0,0,8
R_WCGZdvjBd9wpQs1,7,2,0,0,9
R_2OIokQxrQEANHpV,7,3,0,0,10
R_1riVkBUCFcflIue,9,3,0,0,12
R_1j8NOiIAIRAssdn,5,3,0,0,8
R_2CPbSYoDTEGoDLl,1,6,0,0,7
R_2CfuJhdtpdbXvDb,7,2,0,0,9
R_3rZD0eMVnTNuYsI,2,3,5,0,10
R_pgVauJPyfzuV8o9,3,7,0,0,10
R_1OrAk0eEEl6YJzB,0,4,6,0,10
R_3gXvL4FIBMgLjmS,4,4,2,0,10
R_1mRDQGL8FJ7XiTn,5,4,0,0,9
R_b45YKexwlRR432p,4,2,1,0,7
R_32RBUjGB45bxtXu,4,7,1,0,12
R_1OMJCs0yFrIn85C,4,3,3,0,10
R_3plmj7TP5UMj6wH,5,3,0,0,8
R_2cuN6jsJvpPWBt8,7,3,0,0,10
R_9uwyLZMG8yLJ6tb,8,4,0,0,12
R_tStgYyNu3gdDdwB,1,3,2,0,6
R_1GGlLQjc57Wnr7b,6,4,0,0,10
R_3kijB7o4xraDHJ6,3,5,3,0,11
R_1Ehf4cWIadqlOFg,1,3,6,0,10
R_1KdsXuFnPdgnMGB,6,5,0,0,11
R_vehxeu0creFDuzD,7,2,1,0,10
R_33a58d75I1YrBuQ,9,1,0,0,10
R_2rVN1iQKkbFLHsw,5,1,1,0,7
R_3QzBRYrvpX8i4xj,6,4,0,0,10
R_1Q9DbPzrmeM93xw,9,0,0,0,9
R_12z3uiX9iYjhqpO,4,3,1,0,8
R_2YQewSn68WeMTHv,7,3,0,0,10
R_3HMIsvE30G2ZMer,3,2,4,0,9
R_1HeiEx64iuVRZwO,9,1,0,0,10
R_A5SN0Mw7WUzJyFP,5,2,2,0,9
R_s4OZbpbU6EANBvz,5,2,0,0,7
R_332MFhNEums64jo,7,3,0,0,10
R_24paS4Y4gJD2yyH,7,2,0,0,9
R_2amzTTIjsXwoEWD,1,2,2,0,5
R_ZDYLKlpdJEZzv21,6,4,0,0,10
R_wM0QIfdOd3KrYvn,7,0,0,0,7
R_3qrEaMYelM0bUpr,3,9,0,0,12
R_2BqFlA94YYYKIdy,6,1,0,0,7
R_1n8RkoIFOuWXluv,2,6,0,0,8
R_3I03M8epcl7gbGj,7,2,1,0,10
R_3fDxNwCZXEc74LG,5,1,0,0,6
R_XiVFbkzdWXxqCsN,3,1,2,0,6
R_1EhE2x1gyUylZUG,7,2,0,0,9
R_RtujIq9PiZI5Un7,8,0,0,0,8
R_3PYxe8eNU4MjmlH,3,4,2,0,9
R_rlJeRBxfv1j70ul,4,3,3,0,10
R_C4GS0l1XBOoGOch,8,1,0,0,9
R_33dIu46QkAwaFSO,8,5,0,0,13
R_1jJP5Mts2Scy1dt,4,1,1,0,6
R_3khY6RVnrt2SFhU,4,5,0,0,9
R_2VgaKkXRhPyrZVr,1,4,4,0,9
R_2P7qi9NRaVsETM4,6,2,1,0,9
R_xx3SdYqsC0j9Fux,5,2,3,0,10
R_XTCJqOhkzohnYCR,5,6,0,0,11
R_1CKnSp8ihWx2VvU,2,1,5,0,8
R_wLfYnO8XQtSj4Qx,3,1,3,0,7
R_DBO3AYZIVGsHeAp,7,3,0,0,10
R_26bb5OIZSZMSABu,4,4,0,0,8
R_1kLVsYVdWaDDZgR,6,1,0,0,7
R_1IW9TvsG5dYw4AI,1,2,4,0,7
R_2X5O3sZt64syrgP,3,5,0,0,8
R_3ef2e15BqldiVUv,7,2,0,0,9
R_3OfhVSMkEkCS2WN,6,1,0,0,7
R_2ZBLFpjiDsbNdoh,4,7,0,0,11
R_1ZdM9yP9aipobvP,2,5,3,0,10
R_3qmTECxb64fDvGW,5,3,0,0,8
R_psjTesam6XWNg89,6,2,2,0,10
R_3QQVDZXcPjwS7ij,5,2,1,0,8
R_9sODimmqeJ1FXVf,8,1,0,0,9
R_25EB5XGU2XV3Eu1,1,3,3,0,7
R_1kFxDWyz1syF6le,3,4,3,0,10
R_2aDCNCcF9jyudAG,5,4,0,0,9
R_2whpResIupE8A8I,9,0,0,0,9
R_1i87Avl2Xz40xTE,6,4,0,0,10
R_3iWijergmnkiYz5,5,6,0,0,11
R_ZeNqRxhzQKKMcWl,4,1,2,0,7
R_2uyLQyiT8hJCDXY,8,1,1,0,10
R_9XMTkzt034FoUHn,5,5,0,0,10
R_2aIY441M8hCikix,5,3,1,0,9
R_1DMvxJbNuL5U4Fq,8,4,0,0,12
R_ZwRRzWxvCteRPRT,7,3,0,0,10
R_7WpBhKguNjig43D,7,2,0,0,9
R_1DqDFbmkthXumuy,5,1,0,0,6
R_2EuCM1Mh2y0CEgY,0,3,2,0,5
R_3MtJM4MfkNHRS9E,2,2,3,0,7
R_3dEXg7jV4YJvTEd,4,4,3,0,11
R_etYkyWlssgtHdw5,3,7,0,0,10
R_2wa7R38UmalLPQ1,5,6,0,0,11
R_3FIZHKKJG8fO0Ga,4,4,0,0,8
R_5inAyrCnh7jIdDr,8,2,0,0,10
R_PHximdgaZ7eASHf,6,3,2,0,11
R_2zdsqHeZuY4kP4d,2,10,0,0,12
R_3nCREtmbdzuXASD,1,5,4,0,10
R_31EhdqrSZ2XaTri,3,4,0,0,7
R_25s88Cm8WC86odF,9,3,0,0,12
R_3kOrtDXdL2QLqfU,9,0,0,0,9
R_25HCqiPf2E37fPN,3,5,3,0,11
R_Zf4mIYpGG30o785,5,2,2,0,9
R_2zBz5RxPejQabka,2,6,1,0,9
R_2YWbuQy4rz9NUpU,5,3,1,0,9
R_pAahqTYp9CRUS4h,4,2,2,0,8
R_31T4btrO7KMzD41,2,5,1,0,8
R_2WMxyWoxLdcyRrO,5,1,0,0,6
R_2aK4nDGp8CluAp1,7,2,0,0,9
R_1dmZv8lTePzL16F,4,7,0,0,11
R_1mek5miSd485PyI,8,4,1,0,13
R_1CyicRrOFDeWeuC,4,3,0,0,7
R_2fD3QaWgmsmZYzf,6,4,0,0,10
R_25BkKAPdLGK0CMr,1,4,0,0,5
R_3NQmBB7UndIv8hK,6,3,1,0,10
R_2XbObnzde02TDcl,2,2,4,0,8
R_3HNgPAh4zidVPUC,6,5,0,0,11
R_yrnV3owmIhrdTih,2,5,2,0,9
R_2z6Fll6GMZsROnU,5,4,0,0,9
R_3oFW9JO73Pk22q0,8,4,0,0,12
R_1EWgq02i0wRijOA,7,2,1,0,10
R_3GldPDAUNVm3Gg1,2,1,7,0,10
R_3MhWfY8A2uJ6JMR,5,3,0,0,8
R_3eaWZYFO5DBzTNz,6,4,0,0,10
R_1NDKoylHpuAheNa,8,5,0,0,13
R_2f9k9zO7C5Ax086,5,5,1,0,11
R_VQnW8oju3JMrqw1,10,0,0,0,10
R_3rID8xh9F6l7ep6,7,2,0,0,9
R_3EEzf7dHjzpUOSP,8,0,2,0,10
R_26eT2rkzSOf1d0d,10,4,0,0,14
R_UuQbvgghCdjQtoZ,5,4,0,0,9
R_339VWffbeGhSbg7,5,4,0,0,9
R_ZqpkKAIjXtlana9,3,4,1,0,8
R_1rANBzXWMJiCACL,6,1,0,0,7
R_3KvCJWD38D62dUb,5,5,0,0,10
R_1l4ZTEvvTmoAVAP,2,5,2,0,9
R_1oBEsqgvVMzyk82,6,1,0,0,7
R_2eXTy7UTQ7EMd0l,4,5,0,0,9
R_po5X5OHG4VhP2Fz,3,7,3,0,13
R_YQ5zODohzhykcrn,0,5,5,0,10
R_OeQdVtpNs6kb1br,3,1,6,0,10
R_3PT4eqpcB2Is4R2,4,4,2,0,10
R_1FICOO6ANrPmnOO,7,3,1,0,11
R_2TKVcJXimmGcGU3,8,2,0,0,10
R_1B8cWJ06AfEUIAF,2,5,1,0,8
R_etygMT9dKTkQkut,4,1,2,0,7
R_1hFqgS0OrG1lXoA,2,0,4,0,6
R_3JIehXY3QyqJcpP,5,2,1,0,8
R_3dXhkU5lp68k2rA,10,0,0,0,10
R_295oWfzBE6P5oZb,5,2,0,0,7
R_2iymGIvnmqZIOD7,6,3,0,0,9
R_1mt4rcittwm9lTg,7,3,0,0,10
R_vHQVpG1neofy4PD,1,1,1,0,3
R_ueL4oiYBPSBYd5n,5,4,0,0,9
R_2B3C8cSrPNvwyAt,6,3,0,0,9
R_300in8Abbju7zKb,4,2,2,0,8
R_2wgbEVSx7ZsDUDA,4,0,2,0,6
R_D6NKln3bDIfI2cN,4,6,1,0,11
R_2xKm8SkPv8xOuhe,7,3,0,0,10
R_1C3GPNj9PjJeAO5,1,3,5,0,9
R_2uKaTGTEjcGMFOb,5,6,0,0,11
R_1NgAV2dhTGZR0oX,7,3,0,0,10
R_OfJ5dSBCNkfsR3j,5,3,0,0,8
R_2ri4A3k0N1xSwKf,7,1,1,0,9
R_2TI8Gix3rzUdgQ8,6,4,0,0,10
R_24OV9pxTmJ85RRb,5,2,1,0,8
R_3qsXLZavIW3XgxY,5,2,0,0,7
R_2xJCyftnj5rsLMR,6,0,1,0,7
R_OsbbEtv5cN6n5Cx,2,7,0,0,9
R_3q7CWDF2B4Rmo5A,4,6,1,0,11
R_3MyUwwcP3sQIjos,2,0,3,0,5
R_1LvbtUmAhdxdNml,5,4,0,0,9
R_1erALkixHIrEFxn,8,2,0,0,10
R_2fAQ7Hl3DTa7c2O,9,1,0,0,10
R_3G9u5OOLBxOIa2e,5,3,1,0,9
R_27vXHae4WRpwEih,4,5,0,0,9
R_1F8MuAY4rDjcL3C,3,3,2,0,8
R_238h6Rt3xtfvYU6,8,1,0,0,9
R_2tops4bOCvHS9ZJ,1,2,6,0,9
R_1LtECZPtbrJx5Ey,7,2,0,0,9
R_4ONKjC7Cd470hoJ,2,6,0,0,8
R_1Fn8SoQCrdW2rvW,7,1,0,0,8
R_3Oicdc5GlHV0dAO,4,4,0,0,8
R_cBA6f8cKJ9BJb0Z,7,2,0,0,9
R_3lM7XCu9EnvnXGX,1,3,5,0,9
R_1ouLNHmH3kVGroo,1,6,0,0,7
R_1Fm4JDqo80efzwA,7,0,0,0,7
R_2aWFOFet4tvR8qz,6,4,0,0,10
